"course_title","url","is_paid","price","num_subscribers","num_reviews","num_lectures","level","content_duration","published_timestamp","subject"
"PSD to Bootstrap 3 for Beginners using HTML & CSS","psd-to-bootstrap","True",20,976,93,46,"Beginner Level",2.5,"2015-11-03","Web Development"
"Build Advanced Responsive Websites with Foundation 6 & SASS","foundation-5-sass-learn-by-building-a-complete-website","True",200,1276,245,271,"All Levels",22.5,"2015-07-08","Web Development"
"Learn Essential Javascript Fundamentals - Lite","learn-essential-javascript-fundamentals-lite","True",20,1476,27,8,"All Levels",0.65,"2016-01-04","Web Development"
"Learn HTML in 2 hours!","learn-html5-in-2-hours","False",0,5351,235,13,"Beginner Level",1.5,"2016-05-17","Web Development"
"Laravel 4 try and enjoy php coding","laravel-4-try-and-enjoy-php-coding","True",20,2402,26,23,"Beginner Level",2,"2014-10-20","Web Development"
"Wordpress Beginner Tutorial: Build Your First Website","wordpress-beginner-tutorial-build-your-first-website","False",0,6402,104,23,"Beginner Level",1.5,"2016-06-21","Web Development"
"Build Complex Express Sites with Redis and Socket IO","build-complex-express-sites-with-redis-and-socket-io","True",125,223,26,27,"Intermediate Level",3.5,"2016-12-22","Web Development"
"Building a ASP.NET MVC 5 Membership Website","building-a-mvc-5-membership-website","True",95,654,86,239,"Intermediate Level",25.5,"2016-06-26","Web Development"
"Drupal Views: Introduction to Enhancing Your Drupal Website","drupalviews","True",105,1262,36,40,"Beginner Level",2.5,"2015-05-07","Web Development"
"Bootstrap Bootcamp - Responsive web development- 8 projects","bootstrap-bootcamp-with-projects","True",100,253,34,45,"All Levels",7,"2016-12-12","Web Development"
"Self Advertise Using PowerPoint Twitter and Facebook on ios","the-basic-roadmap-to-power-point-advertising-for-mac","True",20,1780,15,6,"Beginner Level",0.6,"2015-11-17","Web Development"
"Learning Bootstrap 3 - Tutorial From Infinite Skills","bootstrap-3","True",50,1266,90,50,"All Levels",3,"2013-11-21","Web Development"
"Practical Web Development: Make Websites Quickly And Easily","make-beautiful-websites-in-a-few-hours","True",20,2389,7,20,"All Levels",2,"2015-11-29","Web Development"
"Learn animation using CSS3 Javascript and HTML5","animating-css-javascript","True",40,1468,54,18,"All Levels",2.5,"2015-03-24","Web Development"
"Creating Interactive HTML5 Video","creating-interactive-html5-video","True",25,838,13,23,"Intermediate Level",2,"2016-06-06","Web Development"
"Optimizing Wordpress for More Speed and Revenue","optimizing-wordpress-for-more-speed-and-revenue","False",0,2649,16,7,"Intermediate Level",0.58,"2017-06-12","Web Development"
"JavaScript project Learn to create a memory Game and more","javascript-project-learn-to-create-a-memory-game-and-more","True",95,6000,21,25,"Beginner Level",1.5,"2015-10-02","Web Development"
"The Complete JavaScript Bootcamp","the-complete-javascript-bootcamp","True",195,1839,91,47,"All Levels",5,"2016-06-20","Web Development"
"JavaScript for Absolute Beginners","javascript-for-absolute-beginners","True",20,10689,394,17,"Beginner Level",2,"2014-01-21","Web Development"
"Complete JavaScript Course for Beginners with Easy Examples","javascript-for-dummies-and-newbies","True",200,7449,91,32,"All Levels",4,"2015-06-08","Web Development"
"Angular 2 Master Class with Alejandro Rangel","angular-2-master-class-with-alejandro-rangel","True",30,4157,206,80,"All Levels",9.5,"2016-03-01","Web Development"
"Quick learning jQuery web development","quick-learning-jquery-web-development","True",150,3388,67,39,"Intermediate Level",3,"2016-04-25","Web Development"
"Google Blogger Course","free-blogger-course","True",60,1343,11,22,"Intermediate Level",3.5,"2017-05-05","Web Development"
"Ajax in JavaScript and JQuery with PHP - Creating Chat App","ajax-in-javascript-and-jquery-with-php","True",200,3399,85,15,"All Levels",1.5,"2015-07-27","Web Development"
"PHP Tutorial: Learn PHP Basic Programming for Beginners","php-tutorial-beginners","True",20,2510,21,23,"Beginner Level",1.5,"2017-03-08","Web Development"
"Mastering Modern Web Development Using React","mastering-modern-web-development-using-react","True",195,1537,8,29,"All Levels",2.5,"2017-03-13","Web Development"
"Full Stack JavaScript: Learn Backbone.js Node.js & MongoDB","fullstack-javascript","True",50,6134,93,15,"Beginner Level",2,"2016-04-17","Web Development"
"The Essential Web Developer Course - Build 12 Websites","the-essential-web-developer-course","True",200,9355,390,177,"All Levels",16.5,"2015-11-02","Web Development"
"Build Powerful Websites & Blogs using WordPress - No Coding","powerful-websites-blogs-using-wordpress-no-coding","True",20,1024,14,26,"Beginner Level",3,"2016-04-04","Web Development"
"Learn to Build Web Apps using UnderscoreJS : Code Like a Pro","learn-to-build-web-apps-using-underscorejs-code-like-a-pro","True",40,325,37,27,"All Levels",3.5,"2015-11-18","Web Development"
"Building Web Apps Using Flask and Neo4j","building-web-apps-using-flask-and-neo4j","True",50,166,21,37,"All Levels",2.5,"2016-06-10","Web Development"
"Learn Web Animation the Easy Way: An Intro to SVG and GSAP","learn-web-animation-with-svg-and-gsap","True",50,203,33,15,"All Levels",3,"2015-10-02","Web Development"
"Build Your Own Membership Website With Joomla","build-your-own-membership-website-with-joomla","True",95,1134,9,24,"All Levels",1.5,"2014-12-03","Web Development"
"Learn Spring Security 4 Basics - Hands On","learn-spring-security-4-basics-hands-on","True",95,216,28,16,"Beginner Level",2,"2016-09-19","Web Development"
"Display and analyze GIS data on the web with Leaflet.js","display-and-analyze-gis-data-on-the-web","True",100,25,4,66,"Intermediate Level",12.5,"2017-06-15","Web Development"
"How to Build a CMS with PHP","make-a-cms","True",50,1096,33,10,"Beginner Level",1,"2013-06-07","Web Development"
"Responsive Web Design with HTML5 and CSS3 - Introduction","responsive-web-design-with-html5-and-css3-introduction","True",35,770,65,84,"Beginner Level",8,"2014-01-28","Web Development"
"Master Typescript : Learn Typescript from scratch","master-typescript","True",95,424,45,60,"All Levels",3.5,"2015-10-16","Web Development"
"XSD :basics for beginners","xsd-basics-for-beginners","True",35,755,0,7,"All Levels",0.7,"2016-09-27","Web Development"
"Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture","angularjs-webapi2-efcodefirst-web-app-on-3-tier-architecture","True",60,652,48,46,"Intermediate Level",6.5,"2017-01-16","Web Development"
"Css Positioning For Absolute Beginners: A Basic Introduction","learn-how-css-positioning-works-a","True",65,4797,97,11,"Beginner Level",1,"2015-10-30","Web Development"
"Creating User Authentication System in CodeIgniter","codeigniter-user-authentication-system","True",200,2783,9,21,"All Levels",1.5,"2016-12-22","Web Development"
"How to easily Manage your WordPress Website","manage-wordpress-website","True",20,8462,50,21,"Beginner Level",2,"2014-02-20","Web Development"
"Wordpress For Beginners: Create a Professional Website","learn-how-to-create-a-website-with-wordpress","True",200,5129,183,35,"Beginner Level",1.5,"2015-06-07","Web Development"
"Building a Portfolio in 90 minutes ( HTML CSS Js ) ","build-a-portfolio-website-in-90-minutes-html-css-js","True",20,5272,111,24,"All Levels",2,"2015-07-28","Web Development"
"Automate Web Development With Gulp JS","learn-gulp","True",20,2784,425,29,"All Levels",3.5,"2014-08-23","Web Development"
"Bootstrap 4 Responsive Web Design and Development","bootstrap-4-responsive-web-design-and-development","True",20,3086,17,73,"Beginner Level",7.5,"2017-06-20","Web Development"
"Intro To HTML & CSS: Web Development For Beginners","intro-to-html-and-css-basics","True",20,6008,203,35,"Beginner Level",4,"2015-01-24","Web Development"
"Become Exceptional in HTML and HTML5","become-exceptional-in-html-html5","True",20,16486,86,34,"All Levels",6.5,"2014-03-21","Web Development"
"Become a Rockstar Web Developer - Learn By Coding","become-rockstar-php-developer","True",200,2076,125,56,"All Levels",11,"2016-03-22","Web Development"
"Spring 4 Mastercourse: Covers Annotation & XML Configuration","java-spring-framework","True",200,1353,53,320,"Intermediate Level",23.5,"2016-11-01","Web Development"
"WordPress Plugin Development for 2017 - Build 14 Plugins","advanced-wordpress-development-take-control-of-the-back-end","True",50,3770,108,72,"All Levels",7,"2015-08-11","Web Development"
"Single Page Application of MVC 5 Using AngularJS","maruti-spa-angularjs","True",20,722,53,18,"Intermediate Level",1.5,"2015-08-16","Web Development"
"Learn to Code in HTML5 CSS3 and JavaScript","learn-to-code-in-html5-css3-and-javascript","True",20,1404,7,17,"Beginner Level",2.5,"2014-11-13","Web Development"
"Web Application Development - Learn by Building 3 Web Apps","build-3-web-applications-in-90-minutes","True",30,1688,16,29,"Beginner Level",1.5,"2014-06-23","Web Development"
"Rails Ecommerce App with HTML Template from Themeforest","rails-ecommerce-app-with-html-template-from-themeforest","True",25,214,34,24,"Intermediate Level",2,"2016-05-27","Web Development"
"Writing CSS with {LESS} - Tutorial From Infinite Skills","writing-css-with-less-tutorial-from-infinite-skills","True",50,788,21,25,"All Levels",2,"2013-11-01","Web Development"
"Login and Registration from Scratch with PHP and MySQL","authentication-from-scratch-with-php-and-mysql","True",20,1128,77,36,"Intermediate Level",2,"2012-10-24","Web Development"
"Getting Started with Magento","getting-started-with-magento","True",85,608,88,48,"All Levels",3.5,"2014-11-21","Web Development"
"Ruby on Rails Foundations","how-to-learn-ruby-on-rails","True",20,359,45,73,"All Levels",6.5,"2015-11-16","Web Development"
"Core Concepts in HTML 5","core-concepts-in-html-5","True",75,1532,19,23,"Beginner Level",2,"2014-07-30","Web Development"
"Learn Azure Cloud Step by Step","marutiazure","True",20,791,29,24,"Intermediate Level",2.5,"2016-02-08","Web Development"
"Learn Facebook Flux Architecture for Web Applications","learn-facebook-flux-architecture-for-web-applications","True",40,395,26,36,"All Levels",6.5,"2015-11-05","Web Development"
"Create free fast and secure static website","create-free-fast-and-secure-static-website","True",50,322,9,9,"Beginner Level",0.52,"2016-07-21","Web Development"
"Object Orientation in PHP","object-orientation","True",20,151,40,30,"Beginner Level",5,"2016-02-29","Web Development"
"Creating Custom Web Maps","creating-custom-web-maps","True",50,208,48,29,"Intermediate Level",2,"2016-06-10","Web Development"
"Build A YouTube Downloader With C# And GitHub","youtubedownloader","True",20,385,39,32,"Intermediate Level",2.5,"2015-11-10","Web Development"
"Querying Microsoft SQL Server 2012 - (Exam No. 70-461)","querying-sql-server-2012-70-461","True",85,666,89,115,"All Levels",6.5,"2015-03-12","Web Development"
"HTTP Clients with Laravel: Use and Consume Services and APIs","http-clients-with-laravel-use-and-consume-services-and-apis","True",65,237,22,52,"Intermediate Level",3.5,"2016-07-18","Web Development"
"Modern E-Commerce Store In php & mysqli With Bootstrap","modern-e-commerce-store-in-php-mysqli-with-bootstrap","True",50,240,45,358,"All Levels",66.5,"2016-12-09","Web Development"
"Simple And Easy: Wordpress For Beginners","simple-and-easy-wordpress-101","False",0,5014,196,32,"Beginner Level",3,"2015-08-09","Web Development"
"Create Website from scratch in Urdu & Hindi","create-website-from-scratch-in-urdu-hindi","False",0,3033,91,9,"Intermediate Level",1,"2016-06-05","Web Development"
"Advance Unix : File Processing: AWK | GREP | VIM","advance-unix-file-processing","True",20,458,2,12,"All Levels",1,"2017-05-03","Web Development"
"Introduction to Node.js Development","refactoru-intro-nodejs","True",55,1779,48,16,"Expert Level",1,"2014-08-28","Web Development"
"Advance JavaScript for Coders: Learn OOP in JavaScript","advance-javascript-for-coders-learn-oop-in-javascript","True",40,334,41,54,"Intermediate Level",11.5,"2016-05-13","Web Development"
"Web Development With Google Maps","webdevelopmentwithgooglemaps","True",50,222,9,60,"Beginner Level",8.5,"2017-01-03","Web Development"
"jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI","jquery-ui-ultimatedesign-amazing-interfaces-using-jquery-ui","True",145,422,86,69,"All Levels",12.5,"2016-06-08","Web Development"
"Learn Spring Security 4 Intermediate - Hands On","learn-spring-security-4-intermediate-hands-on","True",95,227,16,20,"Intermediate Level",2,"2016-10-03","Web Development"
"Learning Path: The Road to Elasticsearch","learning-path-the-road-to-elasticsearch","True",200,50,5,60,"Beginner Level",5,"2017-05-29","Web Development"
"HTMLCSS Bootcamp","html-css-code-bootcamp/","True",40,194,26,87,"Beginner Level",10,"2016-10-18","Web Development"
"JavaScript High Performance","javascript-high-performance","True",95,458,28,40,"All Levels",4.5,"2015-06-12","Web Development"
"Node:js : Building Rest Apis with Sails.js","building-rest-apis-with-sailsjs-and-nodejs","True",100,61,9,44,"Beginner Level",2,"2017-04-27","Web Development"
"Fundamentals of Angular 2 Full Stack Design","fundamentals-of-angular-2-full-stack-design","True",95,314,43,49,"Beginner Level",6.5,"2016-04-21","Web Development"
"Create Newsletter Subscription Form with PHPAJAX in 40 Min","php-ajax-form-with-validation-email-ip-tracking-in-40-minutes/","True",50,586,10,17,"All Levels",0.63,"2015-11-11","Web Development"
"AppML :basics for beginners","appml-basics-for-beginners","True",30,770,0,8,"All Levels",0.63,"2016-09-27","Web Development"
"How to manage your own VPS and create websites","manage-vps","True",120,735,16,30,"All Levels",1.5,"2015-09-17","Web Development"
"Learn BuddyPress: Build A Social Network with WordPress","learn-buddypress-build-a-social-network-with-wordpress","True",20,1299,15,23,"All Levels",1,"2015-01-29","Web Development"
"HTML FOR BEGINNERS","html-5-for-beginners","True",20,791,8,16,"All Levels",1,"2014-01-19","Web Development"
"XML XQuery - Crash Course for Beginners","xml-xquery-crash-course-for-beginners","True",45,426,4,10,"All Levels",1,"2017-02-19","Web Development"
"Simplified Cross Browser Web Testing Using VirtualBox","cross-browser-web-testing-virtualbox","True",20,796,3,18,"Beginner Level",1,"2016-09-13","Web Development"
"JavaScript and jQuery Basics: Start The Journey","learn-javacript","True",25,1316,22,45,"All Levels",5,"2015-09-21","Web Development"
